id	Sex	Length	Diameter	Height	Whole weight	Shucked weight	Viscera weight	Shell weight	Rings
1534	M	0.685	0.545	0.205	1.7925	0.8145	0.41600000000000004	0.461	9
1537	I	0.475	0.42	0.16	0.7095	0.35	0.1505	0.1845	8
1538	M	0.475	0.36	0.12	0.578	0.2825	0.12	0.17	8
1539	I	0.565	0.435	0.155	0.782	0.2715	0.168	0.285	14
1541	I	0.185	0.135	0.04	0.027000000000000003	0.0105	0.0055	0.009000000000000001	5
1542	I	0.355	0.285	0.095	0.2275	0.0955	0.0475	0.0715	6
1543	I	0.34	0.265	0.08	0.2015	0.09	0.0475	0.055	5
1545	F	0.535	0.415	0.17	0.879	0.295	0.1965	0.285	10
1546	M	0.64	0.53	0.165	1.1895	0.4765	0.3	0.35	11
1551	F	0.66	0.53	0.185	1.3485	0.493	0.245	0.49	12
1552	M	0.455	0.365	0.095	0.514	0.2245	0.10099999999999999	0.15	15
1556	I	0.36	0.265	0.075	0.1845	0.083	0.0365	0.055	7
1557	M	0.35	0.265	0.11	0.2965	0.1365	0.063	0.085	7
1558	F	0.475	0.35	0.115	0.48700000000000004	0.19399999999999998	0.1455	0.125	13
1561	F	0.49	0.385	0.16	0.6559999999999999	0.2455	0.171	0.205	9
1562	I	0.45	0.34	0.12	0.4925	0.24100000000000002	0.1075	0.12	6
1563	F	0.64	0.5	0.15	1.2015	0.5589999999999999	0.231	0.3355	9
1565	M	0.29	0.23	0.075	0.1165	0.043	0.0255	0.04	7
1566	I	0.54	0.43	0.14	0.8195	0.3935	0.1725	0.2295	9
1568	F	0.485	0.365	0.12	0.5885	0.27	0.131	0.175	9
1570	M	0.36	0.295	0.13	0.2765	0.0895	0.057	0.1005	10
1574	F	0.655	0.515	0.2	1.494	0.7255	0.309	0.405	12
1575	F	0.655	0.5	0.18	1.4155	0.508	0.314	0.445	18
1576	I	0.32	0.23	0.06	0.129	0.0615	0.0275	0.0355	7
1578	F	0.505	0.39	0.175	0.6920000000000001	0.267	0.15	0.215	12
1579	M	0.535	0.415	0.135	0.78	0.3165	0.16899999999999998	0.2365	8
1582	M	0.67	0.51	0.18	1.68	0.9259999999999999	0.2975	0.3935	13
1584	I	0.495	0.4	0.105	0.602	0.2505	0.1265	0.19	8
1585	I	0.41	0.315	0.1	0.3	0.124	0.0575	0.1	8
1588	M	0.53	0.425	0.13	0.7455	0.2995	0.1355	0.245	10
1589	M	0.585	0.45	0.175	1.1275	0.4925	0.262	0.335	11
1591	I	0.435	0.34	0.11	0.40700000000000003	0.1685	0.073	0.13	10
1592	M	0.65	0.515	0.125	1.1805	0.5235	0.28300000000000003	0.3275	9
1594	F	0.58	0.46	0.15	0.9955	0.429	0.212	0.26	19
1595	M	0.57	0.435	0.125	0.8965	0.38299999999999995	0.1835	0.275	9
1596	F	0.475	0.39	0.12	0.5305	0.2135	0.1155	0.17	10
1597	F	0.535	0.4	0.15	0.8045	0.3345	0.2125	0.21	13
1598	F	0.505	0.395	0.145	0.6515	0.2695	0.153	0.205	15
1600	F	0.645	0.515	0.175	1.546	0.7035	0.365	0.415	10
1604	M	0.55	0.425	0.16	0.7929999999999999	0.34299999999999997	0.2035	0.215	9
1605	F	0.55	0.43	0.14	0.84	0.375	0.218	0.1945	8
1607	I	0.365	0.27	0.105	0.2155	0.0915	0.0475	0.063	6
1608	I	0.205	0.15	0.065	0.04	0.02	0.011000000000000001	0.013000000000000001	4
1609	I	0.4	0.29	0.11	0.32899999999999996	0.188	0.0455	0.0825	6
1611	F	0.52	0.46	0.15	1.0190000000000001	0.523	0.1985	0.254	7
1613	F	0.59	0.475	0.16	1.1015	0.4775	0.2555	0.295	13
1614	F	0.55	0.445	0.155	0.9905	0.544	0.17800000000000002	0.218	9
1616	M	0.65	0.52	0.17	1.3655	0.6155	0.2885	0.36	11
1617	M	0.59	0.475	0.165	1.077	0.4545	0.244	0.3095	9
1619	F	0.745	0.585	0.19	1.966	0.8435	0.43700000000000006	0.5855	18
1622	I	0.185	0.135	0.045	0.032	0.011000000000000001	0.0065	0.01	4
1623	I	0.51	0.405	0.13	0.599	0.3065	0.1155	0.1485	8
1624	M	0.66	0.525	0.18	1.4780000000000002	0.5815	0.381	0.37200000000000005	10
1627	I	0.555	0.43	0.125	0.7005	0.3395	0.1355	0.2095	8
1628	M	0.64	0.51	0.175	1.368	0.515	0.266	0.57	21
1629	I	0.525	0.405	0.15	0.795	0.3075	0.205	0.255	14
1630	M	0.655	0.53	0.175	1.2635	0.486	0.2635	0.415	15
1631	I	0.38	0.3	0.1	0.28600000000000003	0.1305	0.055999999999999994	0.09	7
1634	F	0.61	0.495	0.185	1.153	0.536	0.2905	0.245	8
1635	M	0.52	0.4	0.165	0.8565	0.2745	0.201	0.21	12
1636	M	0.58	0.445	0.135	0.8140000000000001	0.3775	0.1915	0.22	9
1637	F	0.605	0.485	0.165	1.0105	0.435	0.209	0.3	19
1638	F	0.675	0.51	0.15	1.1965	0.475	0.304	0.386	11
1639	F	0.59	0.45	0.16	0.9	0.358	0.156	0.315	19
1640	I	0.43	0.33	0.1	0.449	0.254	0.0825	0.09699999999999999	6
1641	F	0.655	0.53	0.165	1.2835	0.583	0.1255	0.4	8
1645	M	0.475	0.37	0.125	0.537	0.222	0.1215	0.15	9
1648	M	0.585	0.46	0.15	1.206	0.581	0.21600000000000003	0.32299999999999995	10
1650	F	0.55	0.45	0.15	0.875	0.36200000000000004	0.1755	0.2765	10
1653	M	0.58	0.445	0.16	0.9840000000000001	0.49	0.201	0.27	9
1655	F	0.575	0.46	0.165	0.9575	0.4815	0.1945	0.23600000000000002	10
1659	M	0.48	0.355	0.16	0.46399999999999997	0.221	0.106	0.239	8
1660	I	0.37	0.275	0.14	0.2215	0.09699999999999999	0.0455	0.0615	6
1661	F	0.61	0.485	0.15	1.2405	0.6025	0.2915	0.3085	12
1664	F	0.705	0.555	0.2	1.4685	0.4715	0.3235	0.52	19
1665	M	0.58	0.45	0.16	0.8675	0.3935	0.221	0.215	9
1667	I	0.455	0.33	0.1	0.37200000000000005	0.358	0.0775	0.11	8
1668	I	0.53	0.425	0.13	0.7675	0.419	0.1205	0.21	9
1671	I	0.435	0.33	0.105	0.335	0.156	0.0555	0.105	8
1672	I	0.35	0.26	0.075	0.18	0.09	0.0245	0.055	5
1674	M	0.575	0.45	0.165	0.9215	0.3275	0.225	0.256	12
1676	I	0.525	0.39	0.12	0.664	0.3115	0.147	0.17800000000000002	9
1677	F	0.73	0.55	0.205	1.9080000000000001	0.5415	0.3565	0.5965	14
1678	F	0.62	0.475	0.16	1.1295	0.46299999999999997	0.2685	0.33	10
1679	I	0.55	0.445	0.125	0.672	0.28800000000000003	0.1365	0.21	11
1681	I	0.205	0.155	0.045	0.0495	0.0235	0.011000000000000001	0.013999999999999999	3
1682	F	0.485	0.365	0.14	0.6195	0.2595	0.1445	0.177	14
1683	F	0.63	0.5	0.155	1.005	0.36700000000000005	0.19899999999999998	0.36	16
1684	I	0.595	0.46	0.15	0.8335	0.377	0.1925	0.235	8
1685	F	0.58	0.475	0.155	0.9740000000000001	0.4305	0.23	0.285	10
1688	M	0.53	0.425	0.155	0.7905	0.307	0.171	0.2595	9
1689	I	0.46	0.35	0.11	0.3945	0.1685	0.0865	0.125	9
1690	I	0.5	0.375	0.125	0.5695	0.259	0.124	0.157	7
1701	F	0.725	0.57	0.205	1.6195	0.7440000000000001	0.315	0.488	11
1704	M	0.525	0.4	0.14	0.7325	0.33399999999999996	0.1575	0.17	11
1705	M	0.335	0.265	0.105	0.222	0.0935	0.055999999999999994	0.075	7
1706	F	0.565	0.4	0.13	0.6975	0.3075	0.1665	0.18	8
1707	F	0.585	0.465	0.145	0.9855	0.4325	0.2145	0.2845	10
1709	M	0.595	0.475	0.14	1.0305	0.4925	0.217	0.278	10
1711	M	0.625	0.48	0.175	1.065	0.4865	0.259	0.285	10
1716	M	0.6	0.475	0.15	0.99	0.386	0.2195	0.3105	10
1718	I	0.445	0.355	0.095	0.3615	0.1415	0.0785	0.12	8
1719	M	0.605	0.475	0.155	1.161	0.5720000000000001	0.2455	0.275	9
1720	M	0.535	0.42	0.16	0.7465	0.348	0.1515	0.2185	10
1722	M	0.39	0.3	0.09	0.3055	0.14300000000000002	0.0645	0.085	9
1723	M	0.545	0.45	0.16	0.8615	0.2925	0.1545	0.365	16
1725	M	0.61	0.475	0.155	0.983	0.4565	0.228	0.266	10
1727	M	0.575	0.455	0.155	1.013	0.4685	0.2085	0.295	11
1729	M	0.65	0.505	0.17	1.5595	0.695	0.3515	0.395	11
1730	M	0.555	0.445	0.13	0.8625	0.4225	0.155	0.24	9
1731	M	0.66	0.485	0.155	1.2275	0.61	0.27399999999999997	0.3	8
1734	I	0.5	0.41	0.14	0.6615	0.2585	0.1625	0.196	9
1740	M	0.575	0.45	0.155	0.9765	0.495	0.2145	0.235	9
1741	I	0.36	0.27	0.09	0.21899999999999997	0.09699999999999999	0.0405	0.065	6
1743	M	0.5	0.4	0.165	0.825	0.254	0.205	0.285	13
1744	F	0.45	0.365	0.115	0.5885	0.318	0.121	0.1325	8
1745	F	0.505	0.405	0.18	0.606	0.239	0.1235	0.18	11
1747	F	0.655	0.53	0.19	1.4280000000000002	0.493	0.318	0.565	18
1750	F	0.6	0.455	0.145	0.8895	0.419	0.1715	0.26899999999999996	10
1753	I	0.385	0.28	0.09	0.228	0.1025	0.042	0.0655	5
1755	M	0.615	0.48	0.175	1.1179999999999999	0.446	0.3195	0.3	9
1758	F	0.51	0.395	0.12	0.6175	0.262	0.122	0.193	12
1769	I	0.315	0.23	0.08	0.1375	0.0545	0.031	0.0445	5
1773	M	0.69	0.54	0.185	1.71	0.7725	0.3855	0.4325	8
1776	I	0.62	0.485	0.17	1.208	0.4805	0.3045	0.33	15
1777	M	0.59	0.435	0.165	0.9765	0.4525	0.2395	0.235	9
1779	M	0.71	0.575	0.215	2.009	0.9895	0.4475	0.502	11
1781	F	0.65	0.5	0.165	1.1445	0.485	0.218	0.365	12
1782	F	0.625	0.475	0.16	1.3335	0.605	0.2875	0.319	10
1786	M	0.56	0.44	0.14	0.971	0.44299999999999995	0.2045	0.265	14
1787	I	0.475	0.365	0.14	0.4545	0.171	0.11800000000000001	0.158	8
1788	F	0.605	0.485	0.165	1.0735	0.43700000000000006	0.205	0.33	14
1792	M	0.63	0.515	0.175	1.1955	0.49200000000000005	0.247	0.37	11
1795	I	0.36	0.285	0.105	0.2415	0.0915	0.057	0.075	7
1796	I	0.52	0.385	0.115	0.581	0.2555	0.156	0.14300000000000002	10
1797	I	0.395	0.29	0.095	0.304	0.127	0.084	0.077	6
1799	I	0.37	0.275	0.095	0.257	0.1015	0.055	0.0825	6
1800	F	0.635	0.52	0.165	1.3405	0.5065	0.29600000000000004	0.41200000000000003	11
1801	M	0.615	0.48	0.19	1.36	0.5305	0.2375	0.47	18
1802	F	0.625	0.47	0.17	1.255	0.525	0.2415	0.405	10
1803	F	0.75	0.615	0.205	2.2635	0.821	0.423	0.726	12
1805	I	0.45	0.355	0.11	0.4585	0.19399999999999998	0.067	0.14	8
1807	M	0.61	0.5	0.165	1.2715	0.4915	0.185	0.49	12
1809	M	0.59	0.475	0.16	0.9455	0.3815	0.184	0.27	19
1810	I	0.57	0.445	0.145	0.7405	0.306	0.172	0.1825	12
1812	I	0.355	0.265	0.085	0.2435	0.122	0.0525	0.06	6
1814	I	0.34	0.255	0.075	0.18	0.0745	0.04	0.0525	6
1816	I	0.385	0.3	0.1	0.2895	0.1215	0.063	0.09	7
1817	F	0.7	0.575	0.205	1.7730000000000001	0.605	0.447	0.5379999999999999	13
1820	F	0.63	0.5	0.175	1.1105	0.467	0.268	0.32899999999999996	10
1821	I	0.53	0.415	0.145	0.9440000000000001	0.3845	0.185	0.265	21
1822	M	0.6	0.48	0.165	0.9165	0.4135	0.1965	0.2725	9
1823	F	0.52	0.41	0.17	0.8705	0.3735	0.21899999999999997	0.25	14
1827	M	0.565	0.455	0.15	0.9795	0.444	0.205	0.275	8
1833	M	0.5	0.385	0.145	0.7615	0.24600000000000002	0.195	0.204	14
1834	M	0.695	0.55	0.195	1.6645	0.727	0.36	0.445	11
1838	F	0.655	0.515	0.155	1.3090000000000002	0.524	0.34600000000000003	0.385	11
1840	I	0.51	0.395	0.105	0.5525	0.23399999999999999	0.127	0.165	8
1841	F	0.675	0.52	0.175	1.494	0.7365	0.3055	0.37	9
1842	M	0.36	0.27	0.09	0.2225	0.083	0.053	0.075	6
1843	M	0.63	0.49	0.18	1.13	0.45799999999999996	0.2765	0.315	12
1844	M	0.545	0.44	0.12	0.8565	0.3475	0.1715	0.24	12
1845	I	0.33	0.25	0.105	0.1715	0.0655	0.035	0.06	7
1847	M	0.355	0.265	0.085	0.201	0.069	0.053	0.0695	8
1848	M	0.525	0.405	0.12	0.7555	0.3755	0.1555	0.201	9
1849	I	0.52	0.415	0.14	0.6385	0.2945	0.1405	0.171	8
1851	M	0.575	0.47	0.185	0.985	0.3745	0.2175	0.355	10
1857	M	0.62	0.475	0.185	1.325	0.6045	0.325	0.33	13
1858	M	0.61	0.48	0.17	1.137	0.4565	0.29	0.34700000000000003	10
1859	I	0.52	0.41	0.14	0.6990000000000001	0.3395	0.129	0.1945	10
1860	M	0.68	0.545	0.185	1.672	0.7075	0.364	0.48	11
1862	M	0.28	0.21	0.08	0.1085	0.040999999999999995	0.0265	0.0345	7
1863	F	0.58	0.455	0.12	1.0735	0.479	0.2735	0.265	10
1864	I	0.56	0.43	0.13	0.728	0.3355	0.1435	0.2175	8
1866	I	0.415	0.31	0.1	0.2805	0.114	0.0565	0.0975	6
1868	I	0.55	0.42	0.13	0.636	0.294	0.14400000000000002	0.1755	8
1870	F	0.5	0.385	0.13	0.768	0.2625	0.095	0.27	13
1871	F	0.535	0.445	0.125	0.8725	0.41700000000000004	0.19899999999999998	0.24	8
1873	I	0.52	0.395	0.145	0.77	0.424	0.142	0.1895	7
1874	M	0.62	0.485	0.155	1.0295	0.425	0.2315	0.335	12
1876	M	0.54	0.415	0.145	0.74	0.2635	0.168	0.245	12
1879	M	0.58	0.44	0.16	0.8295	0.3365	0.2005	0.2485	9
1880	F	0.585	0.415	0.155	0.6985	0.3	0.146	0.195	12
1882	M	0.545	0.435	0.145	0.9385	0.3685	0.1245	0.345	11
1883	F	0.615	0.455	0.145	1.1155	0.5045	0.23800000000000002	0.315	10
1884	F	0.61	0.46	0.145	1.1185	0.478	0.2945	0.2985	10
1885	I	0.585	0.45	0.15	0.8915	0.3975	0.2035	0.253	8
1889	M	0.64	0.5	0.17	1.4545	0.642	0.3575	0.354	9
1890	I	0.44	0.345	0.12	0.365	0.1655	0.083	0.11	7
1891	M	0.575	0.45	0.135	0.9215	0.354	0.209	0.2365	9
1893	M	0.595	0.435	0.16	1.057	0.4255	0.22399999999999998	0.31	9
1896	I	0.37	0.275	0.1	0.2815	0.1505	0.0505	0.068	5
1899	I	0.425	0.33	0.115	0.3265	0.1315	0.077	0.10300000000000001	6
1901	I	0.405	0.305	0.105	0.3625	0.1565	0.0705	0.125	10
1903	F	0.595	0.47	0.25	1.2830000000000001	0.462	0.2475	0.445	14
1904	M	0.635	0.515	0.165	1.229	0.5055	0.2975	0.3535	10
1908	M	0.6	0.475	0.17	1.1315	0.508	0.272	0.309	10
1909	M	0.455	0.35	0.12	0.4835	0.1815	0.14400000000000002	0.16	11
1910	F	0.52	0.4	0.13	0.6245	0.215	0.2065	0.17	15
1911	M	0.52	0.45	0.15	0.895	0.3615	0.18600000000000003	0.235	14
1913	I	0.51	0.405	0.12	0.61	0.22899999999999998	0.131	0.235	11
1915	F	0.65	0.5	0.19	1.464	0.6415	0.33899999999999997	0.4245	9
1919	F	0.61	0.495	0.19	1.213	0.46399999999999997	0.306	0.365	15
1921	F	0.55	0.44	0.15	0.8945	0.3145	0.151	0.32	19
1924	M	0.515	0.395	0.12	0.6459999999999999	0.285	0.1365	0.172	9
1925	M	0.41	0.3	0.1	0.301	0.124	0.069	0.09	9
1926	F	0.545	0.41	0.125	0.654	0.2945	0.1315	0.205	10
1929	I	0.51	0.395	0.13	0.6025	0.281	0.14300000000000002	0.162	7
1930	I	0.475	0.365	0.125	0.5465	0.22899999999999998	0.1185	0.172	9
1932	M	0.63	0.515	0.165	1.3519999999999999	0.488	0.349	0.45	20
1933	F	0.6	0.45	0.14	0.8370000000000001	0.37	0.177	0.2425	10
1935	M	0.715	0.565	0.175	1.9525	0.7645	0.4185	0.4135	10
1937	I	0.485	0.375	0.11	0.46399999999999997	0.2015	0.09	0.149	8
1938	F	0.645	0.525	0.19	1.8085	0.7035	0.3885	0.395	18
1941	M	0.395	0.295	0.115	0.316	0.1205	0.0595	0.1105	12
1942	F	0.59	0.455	0.15	0.976	0.465	0.2055	0.2765	10
1946	F	0.445	0.335	0.11	0.4355	0.2025	0.1095	0.1195	6
1954	F	0.555	0.44	0.14	0.846	0.34600000000000003	0.1715	0.2735	10
1956	M	0.5	0.355	0.14	0.528	0.2125	0.149	0.14	9
1959	M	0.5	0.385	0.12	0.6335	0.2305	0.125	0.235	14
1960	M	0.6	0.48	0.155	1.014	0.451	0.1885	0.325	11
1963	M	0.375	0.3	0.1	0.2465	0.10400000000000001	0.0475	0.083	11
1964	M	0.545	0.44	0.165	0.7440000000000001	0.2875	0.204	0.25	15
1966	I	0.24	0.175	0.045	0.07	0.0315	0.0235	0.02	5
1967	I	0.31	0.225	0.05	0.1445	0.0675	0.0385	0.045	6
1968	I	0.49	0.375	0.115	0.557	0.2275	0.1335	0.1765	8
1970	F	0.43	0.325	0.12	0.445	0.165	0.0995	0.155	8
1971	I	0.17	0.105	0.035	0.034	0.012	0.0085	0.005	4
1973	M	0.645	0.5	0.19	1.229	0.524	0.278	0.395	17
1975	I	0.33	0.205	0.095	0.1595	0.077	0.032	0.0435	5
1978	F	0.515	0.415	0.13	0.764	0.276	0.196	0.25	13
1980	F	0.72	0.55	0.18	1.52	0.637	0.325	0.435	10
1981	M	0.67	0.515	0.165	1.1735	0.526	0.285	0.316	11
1984	M	0.445	0.345	0.14	0.47600000000000003	0.2055	0.1015	0.1085	15
1985	I	0.38	0.275	0.095	0.2425	0.106	0.0485	0.21	6
1986	F	0.49	0.36	0.11	0.5005	0.161	0.107	0.195	17
1987	I	0.365	0.295	0.095	0.25	0.1075	0.0545	0.08	9
1988	I	0.415	0.32	0.11	0.3735	0.175	0.0755	0.109	7
1993	F	0.5	0.38	0.14	0.6355	0.27699999999999997	0.14300000000000002	0.1785	8
1995	I	0.445	0.32	0.12	0.37799999999999995	0.152	0.0825	0.12	8
1996	I	0.37	0.28	0.085	0.217	0.1095	0.035	0.062	6
1998	M	0.57	0.455	0.15	0.9520000000000001	0.3895	0.2155	0.2745	9
2001	M	0.5	0.375	0.145	0.6215	0.27399999999999997	0.166	0.1485	7
2002	F	0.615	0.48	0.16	1.2525	0.585	0.2595	0.33	8
2003	M	0.62	0.49	0.17	1.2105	0.5185	0.2555	0.335	13
2005	I	0.355	0.27	0.075	0.204	0.3045	0.046	0.0595	7
2006	F	0.665	0.525	0.21	1.6440000000000001	0.818	0.3395	0.4275	10
2007	M	0.325	0.24	0.085	0.17300000000000001	0.0795	0.038	0.05	7
2008	M	0.55	0.425	0.15	0.8315	0.41100000000000003	0.1765	0.2165	10
2009	F	0.57	0.495	0.16	1.0915	0.452	0.275	0.315	14
2011	I	0.56	0.455	0.145	0.9740000000000001	0.547	0.1615	0.235	9
2014	M	0.63	0.5	0.185	1.3619999999999999	0.5785	0.3125	0.384	10
2015	F	0.49	0.4	0.115	0.569	0.256	0.1325	0.145	9
2018	F	0.725	0.565	0.21	2.1425	1.03	0.48700000000000004	0.503	14
2020	F	0.38	0.3	0.09	0.3215	0.1545	0.075	0.095	9
2021	I	0.32	0.235	0.09	0.183	0.098	0.0335	0.042	7
2022	I	0.42	0.325	0.11	0.325	0.1245	0.0755	0.1025	7
2023	F	0.455	0.355	1.13	0.594	0.332	0.11599999999999999	0.1335	8
2026	I	0.33	0.25	0.095	0.2085	0.102	0.0395	0.052000000000000005	7
2028	M	0.605	0.475	0.19	1.1255	0.59	0.247	0.26	10
2029	M	0.59	0.405	0.15	0.853	0.326	0.2615	0.245	9
2032	M	0.62	0.485	0.205	1.219	0.3875	0.2505	0.385	14
2035	M	0.61	0.47	0.16	1.022	0.449	0.2345	0.2945	9
2037	I	0.42	0.32	0.11	0.3625	0.174	0.0635	0.105	7
2040	M	0.655	0.535	0.205	1.6445	0.7305	0.3595	0.46	13
2042	F	0.705	0.55	0.17	1.219	0.6395	0.23600000000000002	0.301	9
2043	I	0.46	0.35	0.12	0.4885	0.193	0.105	0.155	11
2045	I	0.35	0.26	0.095	0.21100000000000002	0.086	0.055999999999999994	0.068	7
2046	M	0.625	0.465	0.14	1.195	0.4825	0.205	0.4	13
2050	I	0.185	0.13	0.045	0.028999999999999998	0.012	0.0075	0.0095	4
2051	I	0.41	0.325	0.11	0.326	0.1325	0.075	0.10099999999999999	8
2053	F	0.715	0.565	0.24	2.1995	0.7245	0.465	0.885	17
2055	M	0.285	0.215	0.075	0.106	0.0415	0.023	0.035	5
2056	I	0.455	0.375	0.125	0.5329999999999999	0.233	0.106	0.185	8
2059	I	0.37	0.28	0.095	0.2865	0.1505	0.069	0.0795	7
2061	F	0.53	0.42	0.17	0.828	0.41	0.20800000000000002	0.1505	6
2064	M	0.5	0.38	0.12	0.5765	0.273	0.135	0.145	9
2068	I	0.3	0.23	0.085	0.11699999999999999	0.05	0.0175	0.0415	6
2069	F	0.4	0.335	0.115	0.4335	0.2105	0.1205	0.12	10
2071	F	0.72	0.565	0.17	1.6130000000000002	0.723	0.3255	0.4945	12
2073	M	0.54	0.405	0.125	0.8909999999999999	0.4815	0.1915	0.20199999999999999	9
2077	I	0.245	0.175	0.055	0.0785	0.04	0.018000000000000002	0.02	5
2079	I	0.54	0.42	0.14	0.6665	0.3125	0.138	0.1895	10
2080	I	0.215	0.155	0.06	0.0525	0.021	0.0165	0.015	5
2081	F	0.4	0.305	0.16	0.368	0.17300000000000001	0.0705	0.105	7
2082	I	0.56	0.435	0.13	0.777	0.354	0.17300000000000001	0.222	9
2083	I	0.535	0.455	0.14	1.0015	0.53	0.1765	0.244	9
2084	M	0.7	0.565	0.175	1.8565	0.8445	0.3935	0.54	10
2086	F	0.63	0.475	0.175	1.423	0.4155	0.3385	0.49	14
2089	I	0.24	0.185	0.07	0.0715	0.026000000000000002	0.018000000000000002	0.025	6
2090	M	0.51	0.41	0.155	1.2825	0.569	0.29100000000000004	0.3795	9
2091	F	0.635	0.495	0.175	1.2109999999999999	0.7070000000000001	0.2725	0.32299999999999995	9
2092	I	0.55	0.44	0.165	0.8605	0.312	0.16899999999999998	0.3	17
2093	M	0.575	0.45	0.155	0.8859999999999999	0.3605	0.21100000000000002	0.2575	9
2097	F	0.57	0.46	0.135	0.9795	0.397	0.2525	0.2655	9
2098	F	0.7	0.575	0.205	1.7975	0.7295	0.3935	0.5165	13
2099	M	0.505	0.4	0.135	0.723	0.377	0.149	0.17800000000000002	7
2105	I	0.275	0.195	0.09	0.1125	0.0545	0.0295	0.0355	6
2107	I	0.53	0.4	0.125	0.617	0.27899999999999997	0.127	0.19	8
2109	I	0.305	0.215	0.065	0.1075	0.044000000000000004	0.0205	0.038	5
2113	I	0.285	0.22	0.065	0.096	0.0405	0.0205	0.03	5
2114	I	0.25	0.18	0.065	0.0685	0.0245	0.0155	0.0225	5
2116	M	0.59	0.45	0.155	0.8740000000000001	0.369	0.2135	0.24	8
2117	M	0.57	0.42	0.14	0.8745	0.41600000000000004	0.165	0.25	8
2119	M	0.48	0.37	0.13	0.643	0.349	0.1155	0.135	8
2120	I	0.565	0.435	0.145	0.8445	0.3975	0.158	0.255	9
2121	M	0.55	0.46	0.175	0.8690000000000001	0.3155	0.1825	0.32	10
2122	M	0.31	0.225	0.08	0.1345	0.054000000000000006	0.024	0.05	7
2127	F	0.565	0.49	0.155	0.9245	0.405	0.2195	0.255	11
2128	M	0.715	0.55	0.19	2.0045	1.0465	0.40700000000000003	0.5075	12
2129	M	0.64	0.515	0.18	1.247	0.5475	0.2925	0.3685	10
2130	M	0.645	0.51	0.19	1.4745	0.605	0.345	0.48	9
2132	F	0.305	0.23	0.08	0.156	0.0675	0.0345	0.048	7
2133	F	0.67	0.545	0.175	1.7069999999999999	0.6995	0.387	0.575	13
2135	I	0.24	0.17	0.05	0.0545	0.0205	0.016	0.0155	5
2136	I	0.64	0.49	0.135	1.1	0.488	0.2505	0.2925	10
2138	F	0.65	0.505	0.175	1.2075	0.5105	0.262	0.39	10
2139	F	0.385	0.305	0.105	0.3315	0.1365	0.0745	0.1	7
2141	F	0.705	0.56	0.17	1.4575	0.607	0.318	0.44	11
2144	F	0.635	0.505	0.17	1.2635	0.512	0.322	0.355	9
2145	M	0.595	0.455	0.15	0.8859999999999999	0.4315	0.201	0.223	10
2146	M	0.645	0.51	0.16	1.33	0.6665	0.309	0.317	9
2147	F	0.53	0.41	0.13	0.6965	0.302	0.1935	0.2	10
2149	F	0.63	0.48	0.15	1.0525	0.392	0.336	0.285	12
2150	M	0.555	0.44	0.14	0.8705	0.40700000000000003	0.156	0.255	9
2152	F	0.7	0.545	0.13	1.556	0.6725	0.374	0.195	12
2153	I	0.495	0.38	0.135	0.5095	0.2065	0.1165	0.165	8
2154	M	0.49	0.385	0.125	0.609	0.3065	0.096	0.1775	8
2156	M	0.59	0.44	0.135	0.966	0.439	0.2145	0.2605	10
2157	I	0.515	0.4	0.135	0.636	0.3055	0.1215	0.1855	9
2158	M	0.545	0.415	0.14	0.82	0.4615	0.127	0.218	9
2159	M	0.58	0.46	0.18	1.145	0.48	0.27699999999999997	0.325	11
2163	I	0.535	0.41	0.13	0.6075	0.268	0.1225	0.1975	9
2167	M	0.565	0.45	0.115	0.9085	0.39799999999999996	0.19699999999999998	0.29	17
2168	F	0.42	0.33	0.125	0.46299999999999997	0.18600000000000003	0.11	0.145	10
2169	M	0.47	0.375	0.12	0.5565	0.226	0.122	0.195	12
2170	I	0.52	0.4	0.145	0.66	0.267	0.1055	0.22	13
2171	I	0.515	0.375	0.14	0.6505	0.2495	0.141	0.2215	10
2173	F	0.54	0.435	0.175	0.892	0.322	0.174	0.335	13
2176	I	0.275	0.195	0.07	0.0875	0.0345	0.022000000000000002	0.0255	4
2177	M	0.59	0.5	0.15	1.1420000000000001	0.485	0.265	0.345	9
2179	I	0.42	0.325	0.125	0.3915	0.1575	0.1025	0.115	9
2182	I	0.415	0.305	0.12	0.336	0.165	0.076	0.0805	7
2184	I	0.49	0.375	0.125	0.5445	0.27899999999999997	0.115	0.13	8
2185	M	0.56	0.42	0.195	0.8085	0.3025	0.1795	0.285	14
2186	M	0.56	0.45	0.145	0.9355	0.425	0.1645	0.2725	11
2187	M	0.59	0.49	0.135	1.008	0.42200000000000004	0.2245	0.285	11
2190	I	0.385	0.29	0.1	0.2575	0.1	0.061	0.086	6
2191	I	0.46	0.345	0.12	0.4155	0.198	0.0885	0.107	7
2195	M	0.495	0.375	0.155	0.976	0.45	0.2285	0.2475	9
2197	M	0.605	0.475	0.14	1.1175	0.555	0.257	0.27399999999999997	9
2199	M	0.51	0.415	0.145	0.7509999999999999	0.3295	0.1835	0.203	8
2202	I	0.43	0.315	0.095	0.37799999999999995	0.175	0.08	0.1045	8
2206	M	0.515	0.385	0.11	0.5785	0.253	0.16	0.14	8
2207	M	0.65	0.485	0.14	1.175	0.475	0.2435	0.215	8
2208	I	0.37	0.27	0.095	0.23199999999999998	0.1325	0.040999999999999995	0.0615	6
2214	M	0.53	0.44	0.205	0.835	0.32	0.2175	0.245	14
